mgapId,mgapId/gender,mgapId/geographic_origin,mgapId/species,rowid,sequenceType,sraAccession,totalReads
m00758,f,India,RHESUS MACAQUE,865578,GBS,SRR7809887,9797565
m00759,f,India,RHESUS MACAQUE,865579,GBS,SRR7809853,8706071
m00760,f,India,RHESUS MACAQUE,865580,GBS,SRR7809909,9080812
m00761,f,India,RHESUS MACAQUE,865581,GBS,SRR7809933,5800509
m00762,f,India,RHESUS MACAQUE,865582,GBS,SRR7809852,8772983
m00763,m,India,RHESUS MACAQUE,865583,GBS,SRR7808691,7395108
m00765,f,India,RHESUS MACAQUE,865584,GBS,SRR7808691,4189600
m00766,f,India,RHESUS MACAQUE,865585,GBS,SRR7810004,4295237
m00767,f,India,RHESUS MACAQUE,865586,GBS,SRR7809908,6147066
m00768,f,India,RHESUS MACAQUE,865587,GBS,SRR7809801,6939727
m00769,f,India,RHESUS MACAQUE,865588,GBS,SRR7809802,4107838
m00769,f,India,RHESUS MACAQUE,865589,Whole Genome: Deep Coverage,SRR7865729,381703675
m00770,f,India,RHESUS MACAQUE,865590,GBS,SRR7808691,4491477
m00771,f,India,RHESUS MACAQUE,865591,GBS,SRR7808691,3980317
m00772,f,India,RHESUS MACAQUE,865592,GBS,SRR7809814,4830110
m00773,f,India,RHESUS MACAQUE,865593,GBS,SRR7809813,3984525
m00774,f,India,RHESUS MACAQUE,865594,GBS,SRR7809816,3902030
m00775,f,India,RHESUS MACAQUE,865595,GBS,SRR7809815,6486244
m00776,f,India,RHESUS MACAQUE,865596,GBS,SRR7809905,6456701
m00777,f,India,RHESUS MACAQUE,865597,GBS,SRR7809906,5141967
m00778,f,India,RHESUS MACAQUE,865598,GBS,SRR7809900,6227853
m00779,f,India,RHESUS MACAQUE,865599,GBS,SRR7809902,6145561
m00780,f,India,RHESUS MACAQUE,865600,GBS,SRR7809903,5555363
m00780,f,India,RHESUS MACAQUE,865601,Whole Genome: Deep Coverage,SRR7865714,422692619
m00781,f,India,RHESUS MACAQUE,865602,GBS,SRR7809896,6594008
m00782,m,India,RHESUS MACAQUE,865603,GBS,SRR7809897,7390084
m00783,f,India,RHESUS MACAQUE,865604,GBS,SRR7809898,5269139
m00784,f,India,RHESUS MACAQUE,865605,GBS,SRR7809899,6620704
m00785,f,India,RHESUS MACAQUE,865606,GBS,SRR7809881,6575407
m00786,f,India,RHESUS MACAQUE,865607,GBS,SRR7809880,5467031
m00787,f,India,RHESUS MACAQUE,865608,GBS,SRR7809875,6446149
m00788,f,India,RHESUS MACAQUE,865609,GBS,SRR7809874,5654674
m00789,f,India,RHESUS MACAQUE,865610,GBS,SRR7809873,4465400
m00789,f,India,RHESUS MACAQUE,865611,Whole Genome: Deep Coverage,SRR7865713,384312906
m00790,f,India,RHESUS MACAQUE,865612,GBS,SRR7809872,6562228
m00791,f,India,RHESUS MACAQUE,865613,GBS,SRR7809879,5210796
m00791,f,India,RHESUS MACAQUE,865614,Whole Genome: Deep Coverage,SRR7865712,380713116
m00792,f,India,RHESUS MACAQUE,865615,GBS,SRR7809878,5482478
m00793,f,India,RHESUS MACAQUE,865616,GBS,SRR7808691,3964477
m00794,f,India,RHESUS MACAQUE,865617,GBS,SRR7809877,5174957
m00795,f,India,RHESUS MACAQUE,865618,GBS,SRR7809876,5191681
m00796,f,India,RHESUS MACAQUE,865619,GBS,SRR7809944,5681915
m00798,f,India,RHESUS MACAQUE,865620,GBS,SRR7809945,4433075
m00799,f,India,RHESUS MACAQUE,865621,GBS,SRR7809948,4530781
m00800,m,India,RHESUS MACAQUE,865622,GBS,SRR7809949,3997962
m00801,m,India,RHESUS MACAQUE,865623,GBS,SRR7809946,6468107
m00801,m,India,RHESUS MACAQUE,865624,Whole Genome: Deep Coverage,SRR7865704,316556392
m00802,f,India,RHESUS MACAQUE,865625,GBS,SRR7808691,10550002
m00803,f,India,RHESUS MACAQUE,865626,GBS,SRR7808691,4131497
m00804,f,India,RHESUS MACAQUE,865627,GBS,SRR7809947,5103103
m00806,f,India,RHESUS MACAQUE,865628,Whole Genome: Deep Coverage,SRR7827130,375366944
m00807,f,India,RHESUS MACAQUE,865629,GBS,SRR7809810,5892787
m00807,f,India,RHESUS MACAQUE,865630,Whole Genome: Deep Coverage,SRR7865688,327234060
m00808,f,India,RHESUS MACAQUE,865631,Whole Genome: Deep Coverage,SRR7865689,294348238
m00808,f,India,RHESUS MACAQUE,865632,GBS,SRR7809811,4757713
m00809,m,India,RHESUS MACAQUE,865633,Whole Genome: Deep Coverage,SRR7865715,364846957
m00809,m,India,RHESUS MACAQUE,865634,GBS,SRR7808691,4810048
m00810,m,India,RHESUS MACAQUE,865635,GBS,SRR7808691,5156755
m00810,m,India,RHESUS MACAQUE,865636,Whole Genome: Deep Coverage,SRR7865690,326436726
m00811,m,India,RHESUS MACAQUE,865637,Whole Genome: Deep Coverage,SRR7827131,363473312
m00812,m,India,RHESUS MACAQUE,865638,GBS,SRR7809855,5913481
m00812,m,India,RHESUS MACAQUE,865639,Whole Genome: Deep Coverage,SRR7865691,322442396
m00813,f,India,RHESUS MACAQUE,865640,Whole Genome: Deep Coverage,SRR7827132,369720704
m00814,m,Hybrid (China / India),RHESUS MACAQUE,865641,Whole Genome: Deep Coverage,SRR7827140,457299968
m00815,f,India,RHESUS MACAQUE,865642,Whole Genome: Deep Coverage,SRR7827141,390746932
m00816,f,India,RHESUS MACAQUE,865643,GBS,SRR7809854,5132889
m00816,f,India,RHESUS MACAQUE,865644,Whole Genome: Deep Coverage,SRR7865696,317811159
m00817,f,India,RHESUS MACAQUE,865645,Whole Genome: Deep Coverage,SRR7827169,365033218
m00818,m,India,RHESUS MACAQUE,865646,Whole Genome: Deep Coverage,SRR7827168,368802177
m00819,f,India,RHESUS MACAQUE,865647,Whole Genome: Deep Coverage,SRR7827155,359059054
m00820,m,India,RHESUS MACAQUE,865648,Whole Genome: Deep Coverage,SRR7827136,302702424
m00821,f,India,RHESUS MACAQUE,865649,Whole Genome: Deep Coverage,SRR7865697,282342942
m00821,f,India,RHESUS MACAQUE,865650,GBS,SRR7809857,7115947
m00822,m,Hybrid (China / India),RHESUS MACAQUE,865651,Whole Genome: Deep Coverage,SRR7827151,361483492
m00823,m,INDIA,RHESUS MACAQUE,865652,Whole Genome: Deep Coverage,SRR7827173,372997410
m00824,f,India,RHESUS MACAQUE,865653,Whole Genome: Deep Coverage,SRR7827172,358439068
m00825,f,India,RHESUS MACAQUE,865654,Whole Genome: Deep Coverage,SRR7827171,335796859
m00826,m,India,RHESUS MACAQUE,865655,Whole Genome: Deep Coverage,SRR7827129,295468493
m00827,f,India,RHESUS MACAQUE,865656,Whole Genome: Deep Coverage,SRR7865711,293153481
m00827,f,India,RHESUS MACAQUE,865657,GBS,SRR7809856,6150476
m00828,m,India,RHESUS MACAQUE,865658,Whole Genome: Deep Coverage,SRR7827170,330954911
m00829,m,India,RHESUS MACAQUE,865659,Whole Genome: Deep Coverage,SRR7827145,376466436
m00830,m,India,RHESUS MACAQUE,865660,GBS,SRR7809859,11008696
m00830,m,India,RHESUS MACAQUE,865661,Whole Genome: Deep Coverage,SRR7865710,314289938
m00831,f,India,RHESUS MACAQUE,865662,Whole Genome: Deep Coverage,SRR7865709,330248019
m00831,f,India,RHESUS MACAQUE,865663,GBS,SRR7809858,4718811
m00832,f,India,RHESUS MACAQUE,865664,Whole Genome: Deep Coverage,SRR7827144,364835810
m00833,m,India,RHESUS MACAQUE,865665,GBS,SRR7808691,4798397
m00833,m,India,RHESUS MACAQUE,865666,Whole Genome: Deep Coverage,SRR7865708,291045049
m00834,f,India,Macaca mulatta,865667,Whole Genome: Deep Coverage,SRR1929310,516774903
m00834,f,India,Macaca mulatta,865668,Whole Exome,SRR1975643,52193522
m00835,f,India,Macaca mulatta,865669,Whole Genome: Deep Coverage,SRR1929367,547315536
m00835,f,India,Macaca mulatta,865670,Whole Exome,SRR1975646,54260882
m00836,f,India,Macaca mulatta,865671,Whole Genome: Deep Coverage,SRR1964582,478018266
m00836,f,India,Macaca mulatta,865672,Whole Exome,SRR1975647,55128473
m00837,m,India,Macaca mulatta,865673,Whole Genome: Deep Coverage,SRR1929313,486000353
m00837,m,India,Macaca mulatta,865674,Whole Exome,SRR1975649,69378242
m00838,m,India,Macaca mulatta,865675,Whole Genome: Deep Coverage,SRR1929382,530486532
m00838,m,India,Macaca mulatta,865676,Whole Exome,SRR1975650,57170299
m00839,m,India,Macaca mulatta,865677,Whole Genome: Deep Coverage,SRR1944141,507326266
m00840,m,India,Macaca mulatta,865678,Whole Genome: Deep Coverage,SRR1964601,557996023
m00841,m,India,Macaca mulatta,865679,Whole Genome: Deep Coverage,SRR1944145,576163167
m00842,m,India,Macaca mulatta,865680,Whole Genome: Deep Coverage,SRR1964604,520407265
m00843,m,India,Macaca mulatta,865681,Whole Genome: Deep Coverage,SRR1944149,547924953
m00844,m,India,Macaca mulatta,865682,Whole Genome: Deep Coverage,SRR1944152,570370938
m00845,m,India,Macaca mulatta,865683,Whole Genome: Deep Coverage,SRR1944156,530435066
m00846,f,India,Macaca mulatta,865684,Whole Genome: Deep Coverage,SRR1951007,515693966
m00847,f,India,Macaca mulatta,865685,Whole Genome: Deep Coverage,SRR1951011,806895544
m00848,m,India,Macaca mulatta,865686,Whole Genome: Deep Coverage,SRR1951016,636987306
m00849,f,India,Macaca mulatta,865687,Whole Genome: Deep Coverage,SRR1927133,614987061
m00850,f,India,Macaca mulatta,865688,Whole Genome: Deep Coverage,SRR1929270,468765599
m00851,f,India,Macaca mulatta,865689,Whole Genome: Deep Coverage,SRR1929275,586324669
m00852,m,India,Macaca mulatta,865690,Whole Genome: Deep Coverage,SRR1929278,480395516
m00853,m,India,Macaca mulatta,865691,Whole Genome: Deep Coverage,SRR1929293,723816069
m00853,m,India,Macaca mulatta,865692,Whole Exome,SRR1975636,75266470
m00854,m,India,Macaca mulatta,865693,Whole Genome: Deep Coverage,SRR1929283,567819638
m00855,f,India,Macaca mulatta,865694,Whole Genome: Deep Coverage,SRR1929286,557840647
m00856,f,India,Macaca mulatta,865695,Whole Genome: Deep Coverage,SRR1929307,475538958
m00856,f,India,Macaca mulatta,865696,Whole Exome,SRR1975694,71442596
m00857,m,India,Macaca mulatta,865697,Whole Genome: Deep Coverage,SRR1929370,547031468
m00858,f,India,Macaca mulatta,865698,Whole Genome: Deep Coverage,SRR1929373,551407732
m00859,m,India,Macaca mulatta,865699,Whole Genome: Deep Coverage,SRR1929379,519369837
m00860,m,India,Macaca mulatta,865700,Whole Genome: Deep Coverage,SRR1929376,489853394
m00861,m,India,Macaca mulatta,865701,Whole Genome: Deep Coverage,SRR1951153,644443054
m00862,f,India,Macaca mulatta,865702,Whole Genome: Deep Coverage,SRR1964607,660268161
m00863,f,India,Macaca mulatta,865703,Whole Genome: Deep Coverage,SRR1951144,660407288
m00864,f,India,Macaca mulatta,865704,Whole Genome: Deep Coverage,SRR1951141,637074990
m00865,m,India,Macaca mulatta,865705,Whole Genome: Deep Coverage,SRR1951147,576493386
m00866,m,India,Macaca mulatta,865706,Whole Genome: Deep Coverage,SRR1951150,621895454
m00867,f,India,Macaca mulatta,865707,Whole Genome: Deep Coverage,SRR1964610,632078549
m00868,m,India,Macaca mulatta,865708,Whole Genome: Deep Coverage,SRR1964613,596783006
m00869,f,India,Macaca mulatta,865709,Whole Genome: Deep Coverage,SRR1951102,585817936
m00870,m,India,Macaca mulatta,865710,Whole Genome: Deep Coverage,SRR1951105,610121210
m00871,m,India,Macaca mulatta,865711,Whole Genome: Deep Coverage,SRR1951108,626327193
m00872,m,India,Macaca mulatta,865712,Whole Genome: Deep Coverage,SRR1951111,577940768
m00873,m,India,Macaca mulatta,865713,Whole Genome: Deep Coverage,SRR1951114,609061958
m00874,f,India,Macaca mulatta,865714,Whole Genome: Deep Coverage,SRR1964616,593150368
m00875,f,India,Macaca mulatta,865715,Whole Genome: Deep Coverage,SRR1964619,597924490
m00876,f,India,Macaca mulatta,865716,Whole Genome: Deep Coverage,SRR1951117,591970545
m00877,f,India,Macaca mulatta,865717,Whole Genome: Deep Coverage,SRR1951120,577179926
m00878,f,India,RHESUS MACAQUE,865718,Whole Genome: Deep Coverage,SRR7827142,357811717
m00879,m,India,RHESUS MACAQUE,865719,Whole Genome: Deep Coverage,SRR7827143,366546764
m00880,m,India,RHESUS MACAQUE,865720,Whole Genome: Deep Coverage,SRR7827146,371213834
m00881,m,Hybrid (China / India),RHESUS MACAQUE,865721,Whole Genome: Deep Coverage,SRR7827174,353430687
m00882,m,India,RHESUS MACAQUE,865722,Whole Genome: Deep Coverage,SRR7827138,367323689
m00883,m,India,RHESUS MACAQUE,865723,Whole Genome: Deep Coverage,SRR7827139,358661135
m00884,f,INDIA,RHESUS MACAQUE,865724,Whole Genome: Deep Coverage,SRR7827137,357201709
m00885,f,India,RHESUS MACAQUE,865725,GBS,SRR7809861,26347698
m00886,m,India,RHESUS MACAQUE,865726,GBS,SRR7809860,5361508
m00887,m,India,RHESUS MACAQUE,865727,GBS,SRR7809851,4714427
m00888,f,India,RHESUS MACAQUE,865728,GBS,SRR7809850,4280730
m00889,f,India,RHESUS MACAQUE,865729,GBS,SRR7810006,18634471
m00890,f,India,RHESUS MACAQUE,865730,GBS,SRR7810005,5220919
m00891,f,India,RHESUS MACAQUE,865731,GBS,SRR7809845,6220356
m00892,f,India,RHESUS MACAQUE,865732,GBS,SRR7809844,4955096
m00893,f,India,RHESUS MACAQUE,865733,GBS,SRR7809847,5062310
m00894,f,India,RHESUS MACAQUE,865734,GBS,SRR7809846,4537726
m00895,f,India,RHESUS MACAQUE,865735,GBS,SRR7809849,4114577
m00896,m,India,RHESUS MACAQUE,865736,GBS,SRR7809848,4943014
m00897,f,India,RHESUS MACAQUE,865737,GBS,SRR7810000,5286475
m00898,f,India,RHESUS MACAQUE,865738,GBS,SRR7809983,6343266
m00899,f,India,RHESUS MACAQUE,865739,GBS,SRR7809930,6822217
m00900,f,India,RHESUS MACAQUE,865740,GBS,SRR7809936,27828786
m00901,m,India,RHESUS MACAQUE,865741,GBS,SRR7809832,3992548
m00902,f,India,RHESUS MACAQUE,865742,GBS,SRR7809833,19757684
m00903,f,India,RHESUS MACAQUE,865743,GBS,SRR7809807,23776327
m00904,f,India,RHESUS MACAQUE,865744,GBS,SRR7809808,4988907
m00905,m,India,RHESUS MACAQUE,865745,GBS,SRR7809805,4916314
m00906,f,India,RHESUS MACAQUE,865746,GBS,SRR7809806,4182598
m00907,f,India,RHESUS MACAQUE,865747,GBS,SRR7809809,19226592
m00908,m,India,RHESUS MACAQUE,865748,GBS,SRR7809812,6094878
m00909,m,India,RHESUS MACAQUE,865749,GBS,SRR7809907,29750863
m00910,m,India,RHESUS MACAQUE,865750,GBS,SRR7809904,5336109
m00911,m,India,RHESUS MACAQUE,865751,GBS,SRR7810020,5859544
m00912,f,India,RHESUS MACAQUE,865752,GBS,SRR7810019,4736465
m00913,f,India,RHESUS MACAQUE,865753,GBS,SRR7810018,3844845
m00914,f,India,RHESUS MACAQUE,865754,GBS,SRR7810017,5992955
m00915,f,India,RHESUS MACAQUE,865755,GBS,SRR7810016,20491252
m00916,f,India,RHESUS MACAQUE,865756,GBS,SRR7810015,5867287
m00917,f,India,RHESUS MACAQUE,865757,GBS,SRR7809884,4284727
m00918,m,India,RHESUS MACAQUE,865758,GBS,SRR7809882,27303910
m00919,m,India,RHESUS MACAQUE,865759,GBS,SRR7809992,3890576
m00920,m,India,RHESUS MACAQUE,865760,GBS,SRR7809993,3802632
m00921,f,India,RHESUS MACAQUE,865761,GBS,SRR7809994,5823556
m00922,m,India,RHESUS MACAQUE,865762,GBS,SRR7809995,5293835
m00923,f,India,RHESUS MACAQUE,865763,GBS,SRR7809996,4345550
m00924,f,India,RHESUS MACAQUE,865764,GBS,SRR7809997,3824938
m00925,f,India,RHESUS MACAQUE,865765,GBS,SRR7809998,6829881
m00926,f,India,RHESUS MACAQUE,865766,GBS,SRR7809999,4367379
m00927,f,India,RHESUS MACAQUE,865767,GBS,SRR7809931,27230854
m00928,m,India,RHESUS MACAQUE,865768,GBS,SRR7810001,3885199
m00929,f,India,RHESUS MACAQUE,865769,GBS,SRR7809957,5891007
m00930,f,India,RHESUS MACAQUE,865770,GBS,SRR7808483,6954056
m00931,f,India,RHESUS MACAQUE,865771,GBS,SRR7808484,8409683
m00932,f,India,RHESUS MACAQUE,865772,GBS,SRR7808485,4306049
m00933,f,India,RHESUS MACAQUE,865773,GBS,SRR7808481,6835870
m00934,f,India,RHESUS MACAQUE,865774,GBS,SRR7808487,6970742
m00935,f,India,RHESUS MACAQUE,865775,GBS,SRR7808488,7068992
m00936,f,India,RHESUS MACAQUE,865776,GBS,SRR7808492,5709673
m00937,f,India,RHESUS MACAQUE,865777,GBS,SRR7808490,8232303
m00938,f,India,RHESUS MACAQUE,865778,GBS,SRR7808491,7986507
m00939,f,India,RHESUS MACAQUE,865779,GBS,SRR7808564,8740430
m00940,m,India,RHESUS MACAQUE,865780,GBS,SRR7808565,6221000
m00941,m,India,RHESUS MACAQUE,865781,GBS,SRR7808566,5714773
m00942,f,India,RHESUS MACAQUE,865782,GBS,SRR7808567,6089999
m00943,f,India,RHESUS MACAQUE,865783,GBS,SRR7808560,6521263
m00944,f,India,RHESUS MACAQUE,865784,GBS,SRR7808561,6972442
m00945,f,India,RHESUS MACAQUE,865785,GBS,SRR7808562,7385931
m00946,f,India,RHESUS MACAQUE,865786,GBS,SRR7808563,8414834
m00947,m,India,RHESUS MACAQUE,865787,GBS,SRR7808569,4746348
m00948,f,India,RHESUS MACAQUE,865788,GBS,SRR7808570,5026092
m00949,m,India,RHESUS MACAQUE,865789,GBS,SRR7808611,7733792
m00950,f,India,RHESUS MACAQUE,865790,GBS,SRR7808610,4329432
m00951,f,India,RHESUS MACAQUE,865791,GBS,SRR7808613,13449628
m00952,f,India,RHESUS MACAQUE,865792,GBS,SRR7808612,5537719
m00953,f,India,RHESUS MACAQUE,865793,GBS,SRR7808615,5415241
m00954,f,India,RHESUS MACAQUE,865794,GBS,SRR7808621,4252005
m00955,m,India,RHESUS MACAQUE,865795,GBS,SRR7808617,8600547
m00956,f,India,RHESUS MACAQUE,865796,GBS,SRR7808616,11109228
m00957,m,India,RHESUS MACAQUE,865797,GBS,SRR7808619,9209659
m00958,f,India,RHESUS MACAQUE,865798,GBS,SRR7808618,3830706
m00959,f,India,RHESUS MACAQUE,865799,GBS,SRR7808662,7463103
m00960,f,India,RHESUS MACAQUE,865800,GBS,SRR7808663,9428101
m00961,f,India,RHESUS MACAQUE,865801,GBS,SRR7808660,5161918
m00962,m,India,RHESUS MACAQUE,865802,GBS,SRR7808661,7169161
m00963,f,India,RHESUS MACAQUE,865803,GBS,SRR7808666,5551536
m00964,m,India,RHESUS MACAQUE,865804,GBS,SRR7808667,7144591
m00965,f,India,RHESUS MACAQUE,865805,GBS,SRR7808529,6949247
m00966,f,India,RHESUS MACAQUE,865806,GBS,SRR7808665,6825031
m00967,m,India,RHESUS MACAQUE,865807,GBS,SRR7808669,8130793
m00968,f,India,RHESUS MACAQUE,865808,GBS,SRR7808670,5665301
m00969,f,India,RHESUS MACAQUE,865809,GBS,SRR7808523,6774080
m00970,f,India,RHESUS MACAQUE,865810,GBS,SRR7808651,6970501
m00971,f,India,RHESUS MACAQUE,865811,GBS,SRR7808692,7231049
m00972,m,India,RHESUS MACAQUE,865812,GBS,SRR7808526,5918979
m00973,m,India,RHESUS MACAQUE,865813,GBS,SRR7808689,7196808
m00974,f,India,RHESUS MACAQUE,865814,GBS,SRR7808688,5068064
m00975,f,India,RHESUS MACAQUE,865815,GBS,SRR7808545,4616028
m00976,f,India,RHESUS MACAQUE,865816,GBS,SRR7808632,4181264
m00977,f,India,RHESUS MACAQUE,865817,GBS,SRR7808634,4768211
m00978,m,India,RHESUS MACAQUE,865818,GBS,SRR7808633,4427638
m00979,m,India,RHESUS MACAQUE,865819,GBS,SRR7808493,4646828
m00980,f,India,RHESUS MACAQUE,865820,GBS,SRR7808580,7233854
m00981,f,India,RHESUS MACAQUE,865821,GBS,SRR7808691,11104941
m00982,f,India,RHESUS MACAQUE,865822,GBS,SRR7808691,5225065
m00983,f,India,RHESUS MACAQUE,865823,GBS,SRR7808691,5615982
m00984,m,India,RHESUS MACAQUE,865824,GBS,SRR7808691,5741471
m00985,m,India,RHESUS MACAQUE,865825,GBS,SRR7808691,6081711
m00986,f,India,RHESUS MACAQUE,865826,GBS,SRR7808691,4699288
m00987,f,India,RHESUS MACAQUE,865827,GBS,SRR7808691,5661211
m00988,f,India,RHESUS MACAQUE,865828,GBS,SRR7808691,8453414
m00989,f,India,RHESUS MACAQUE,865829,GBS,SRR7808691,5155778
m00990,m,India,RHESUS MACAQUE,865830,GBS,SRR7808691,4877296
m00991,m,India,RHESUS MACAQUE,865831,GBS,SRR7808691,5768066
m00992,f,India,RHESUS MACAQUE,865832,GBS,SRR7808691,8958462
m00993,m,India,RHESUS MACAQUE,865833,GBS,SRR7808691,9333336
m00994,f,India,RHESUS MACAQUE,865834,GBS,SRR7808691,7619123
m00995,f,India,RHESUS MACAQUE,865835,GBS,SRR7808691,6914738
m00996,m,India,RHESUS MACAQUE,865836,GBS,SRR7808691,6492737
m00997,m,INDIA,RHESUS MACAQUE,865837,GBS,SRR7808691,5621333
m00998,f,India,RHESUS MACAQUE,865838,GBS,SRR7808691,4920460
m00999,m,India,RHESUS MACAQUE,865839,GBS,SRR7808691,5031687
m01000,f,INDIA,RHESUS MACAQUE,865840,GBS,SRR7808691,7219185
m01001,m,INDIA,RHESUS MACAQUE,865841,GBS,SRR7808691,7243408
m01002,m,INDIA,RHESUS MACAQUE,865842,GBS,SRR7808691,7534495
m01003,f,INDIA,RHESUS MACAQUE,865843,GBS,SRR7808691,5934947
m01004,f,India,RHESUS MACAQUE,865844,GBS,SRR7808691,6576197
m01005,f,India,RHESUS MACAQUE,865845,GBS,SRR7808691,8197501
m01006,f,India,RHESUS MACAQUE,865846,GBS,SRR7808691,6390384
m01007,f,INDIA,RHESUS MACAQUE,865847,GBS,SRR7808691,7049519
m01008,f,India,RHESUS MACAQUE,865848,GBS,SRR7808691,7255976
m01009,f,India,RHESUS MACAQUE,865849,GBS,SRR7808691,6322970
m01010,m,INDIA,RHESUS MACAQUE,865850,GBS,SRR7808691,6175449
m01011,m,India,RHESUS MACAQUE,865851,GBS,SRR7808691,8606221
m01012,f,India,RHESUS MACAQUE,865852,GBS,SRR7808691,6671521
m01013,f,India,RHESUS MACAQUE,865853,GBS,SRR7808691,5317621
m01014,f,INDIA,RHESUS MACAQUE,865854,GBS,SRR7808691,5682390
m01015,m,India,RHESUS MACAQUE,865855,GBS,SRR7808691,6490458
m01016,f,INDIA,RHESUS MACAQUE,865856,GBS,SRR7808691,7687608
m01017,f,India,RHESUS MACAQUE,865857,GBS,SRR7808691,6106321
m01018,m,India,RHESUS MACAQUE,865858,GBS,SRR7808691,7181014
m01019,f,India,RHESUS MACAQUE,865859,GBS,SRR7808691,5467543
m01020,m,INDIA,RHESUS MACAQUE,865860,GBS,SRR7808691,8198306
m01021,f,India,RHESUS MACAQUE,865861,GBS,SRR7808691,6562625
m01022,m,India,RHESUS MACAQUE,865862,GBS,SRR7808691,6334324
m01023,f,India,RHESUS MACAQUE,865863,GBS,SRR7808691,4064557
m01024,f,India,RHESUS MACAQUE,865864,GBS,SRR7808691,6325537
m01025,m,India,RHESUS MACAQUE,865865,GBS,SRR7808691,5916791
m01026,f,India,RHESUS MACAQUE,865866,GBS,SRR7808691,8085962
m01027,f,India,RHESUS MACAQUE,865867,GBS,SRR7808691,9066647
m01028,f,India,RHESUS MACAQUE,865868,GBS,SRR7808691,7109615
m01029,f,India,RHESUS MACAQUE,865869,GBS,SRR7808691,7410508
m01030,f,India,RHESUS MACAQUE,865870,GBS,SRR7808691,7169614
m01031,f,India,RHESUS MACAQUE,865871,GBS,SRR7808691,8466679
m01032,f,India,RHESUS MACAQUE,865872,GBS,SRR7808691,5328414
m01033,f,India,RHESUS MACAQUE,865873,GBS,SRR7808691,6393755
m01034,f,INDIA,RHESUS MACAQUE,865874,GBS,SRR7808691,6721023
m01035,f,India,RHESUS MACAQUE,865875,GBS,SRR7808691,6746488
m01036,f,India,RHESUS MACAQUE,865876,GBS,SRR7808691,7722682
m01037,m,INDIA,RHESUS MACAQUE,865877,GBS,SRR7808691,7485514
m01038,f,INDIA,RHESUS MACAQUE,865878,GBS,SRR7808691,7934070
m01039,f,INDIA,RHESUS MACAQUE,865879,GBS,SRR7808691,5459577
m01040,m,India,RHESUS MACAQUE,865880,GBS,SRR7808691,8619402
m01041,m,India,RHESUS MACAQUE,865881,GBS,SRR7808691,6171943
m01042,f,India,RHESUS MACAQUE,865882,GBS,SRR7808691,5582039
m01043,f,India,RHESUS MACAQUE,865883,GBS,SRR7808691,5879763
m01044,f,INDIA,RHESUS MACAQUE,865884,GBS,SRR7808691,6049088
m01045,f,India,RHESUS MACAQUE,865885,GBS,SRR7808691,6875627
m01046,m,INDIA,RHESUS MACAQUE,865886,GBS,SRR7808691,6454232
m01047,f,India,RHESUS MACAQUE,865887,GBS,SRR7808691,6929852
m01048,f,India,RHESUS MACAQUE,865888,GBS,SRR7808691,6596304
m01049,m,INDIA,RHESUS MACAQUE,865889,GBS,SRR7808691,5083383
m01050,f,India,RHESUS MACAQUE,865890,GBS,SRR7808691,5112983
m01051,f,India,RHESUS MACAQUE,865891,GBS,SRR7808691,7302154
m01052,f,India,RHESUS MACAQUE,865892,GBS,SRR7808691,5006103
m01053,f,INDIA,RHESUS MACAQUE,865893,GBS,SRR7808691,7611237
m01054,f,INDIA,RHESUS MACAQUE,865894,GBS,SRR7808691,6925393
m01055,f,India,RHESUS MACAQUE,865895,GBS,SRR7808691,7310799
m01056,m,India,RHESUS MACAQUE,865896,GBS,SRR7808691,7666719
m01057,f,India,RHESUS MACAQUE,865897,GBS,SRR7808691,8109494
m01058,m,India,RHESUS MACAQUE,865898,GBS,SRR7808691,6625002
m01059,f,India,RHESUS MACAQUE,865899,GBS,SRR7808691,7439950
m01060,m,INDIA,RHESUS MACAQUE,865900,GBS,SRR7808691,7570079
m01061,m,India,RHESUS MACAQUE,865901,GBS,SRR7808691,6644686
m01062,f,India,RHESUS MACAQUE,865902,GBS,SRR7808691,7160931
m01063,f,INDIA,RHESUS MACAQUE,865903,GBS,SRR7808691,10337946
m01064,f,India,RHESUS MACAQUE,865904,GBS,SRR7808691,6170872
m01065,m,India,RHESUS MACAQUE,865905,GBS,SRR7808691,4623218
m01066,m,INDIA,RHESUS MACAQUE,865906,GBS,SRR7808691,6778862
m01067,f,India,RHESUS MACAQUE,865907,GBS,SRR7808691,7044478
m01068,f,India,RHESUS MACAQUE,865908,GBS,SRR7808691,8580919
m01069,f,India,RHESUS MACAQUE,865909,GBS,SRR7808691,6747165
m01070,f,India,RHESUS MACAQUE,865910,GBS,SRR7808691,5775367
m01071,f,India,RHESUS MACAQUE,865911,GBS,SRR7808691,6782331
m01072,f,India,RHESUS MACAQUE,865912,GBS,SRR7808691,6355799
m01073,f,India,RHESUS MACAQUE,865913,GBS,SRR7808691,6576201
m01074,m,India,RHESUS MACAQUE,865914,GBS,SRR7808691,5497178
m01075,m,India,RHESUS MACAQUE,865915,GBS,SRR7808691,5632263
m01076,f,India,RHESUS MACAQUE,865916,GBS,SRR7808691,5281416
m01077,f,India,RHESUS MACAQUE,865917,GBS,SRR7808691,5655777
m01078,m,India,RHESUS MACAQUE,865918,GBS,SRR7808691,6955839
m01079,f,India,RHESUS MACAQUE,865919,GBS,SRR7808691,5360984
m01080,f,India,RHESUS MACAQUE,865920,GBS,SRR7808691,5203857
